編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
217,嘉義縣警察局A1類道路交通事故統計表─車種別,嘉義縣警察局,嘉義縣政府,警察局,,,95,611,A1類道路交通事故─車種別
218,嘉義縣警察局A1+A2類道路交通事故統計表─車種別,嘉義縣警察局,嘉義縣政府,警察局,,,145,460,A1+A2類道路交通事故─車種別
219,嘉義縣警察局A1類道路交通事故統計表─道路類別及型態別,嘉義縣警察局,嘉義縣政府,警察局,,,93,543,A1類道路交通事故─道路類別及型態別
220,嘉義縣警察局A1+A2類道路交通事故─道路類別及型態別,嘉義縣警察局,嘉義縣政府,警察局,,,111,461,A1+A2類道路交通事故─道路類別及型態別
221,嘉義縣警察局A1+A2類道路交通事故統計表,嘉義縣警察局,嘉義縣政府,警察局,,,181,681,A1+A2類道路交通事故統計表
222,嘉義縣警察局A1類道路交通事故統計表,嘉義縣警察局,嘉義縣政府,警察局,,,124,583,A1類道路交通事故統計表
223,嘉義縣警察局民防團隊年度訓練成果統計表,嘉義縣警察局,嘉義縣政府,警察局,,,34,338,民防團隊年度訓練成果
224,嘉義縣警察局民眾申請國家賠償案件統計表,嘉義縣警察局,嘉義縣政府,警察局,,,26,469,年份、申請件數、判決結果
225,嘉義縣察局廉政會報會議紀錄,嘉義縣警察局,嘉義縣政府,警察局,,,63,441,廉政會報會議紀錄
226,嘉義縣少年犯罪預防宣導統計表,嘉義縣警察局,嘉義縣政府,警察局,,,35,346,上半年、下半年、合計場次、人數
227,嘉義縣少年犯罪分析,嘉義縣警察局,嘉義縣政府,警察局,,,193,901,少年犯罪分析
228,嘉義縣身心障礙者指紋建檔人數一覽表,嘉義縣警察局,嘉義縣政府,警察局,,,16,361,年度、數量
229,嘉義縣警察局受理警察刑事紀錄證明案件統計表,嘉義縣警察局,嘉義縣政府,警察局,,,39,463,受理民眾申請警察紀錄證明件數統計
230,嘉義縣防治人口販運工作通報窗口一覽表,嘉義縣警察局,嘉義縣政府,警察局,,,55,376,受理人口販運案件相關單位聯繫管道(處)
231,嘉義縣近3年大陸地區人民短期來台人次統計,嘉義縣警察局,嘉義縣政府,警察局,,,,,來台團聚、探病、依親、居留人數
232,嘉義縣警察局員警常年訓練成效統計表,嘉義縣警察局,嘉義縣政府,警察局,,,33,405,學科、手槍、長槍、綜合逮捕術及跑步常年訓練成績統計
233,嘉義縣警察局員警好人好事事蹟,嘉義縣警察局,嘉義縣政府,警察局,,,33,520,員警好人好事事蹟
234,嘉義縣警察局警政消息,嘉義縣警察局,嘉義縣政府,警察局,,,31,366,提供嘉義縣警察局警政消息
235,嘉義縣警察局破案消息,嘉義縣警察局,嘉義縣政府,警察局,,,28,408,嘉義縣警察局破案消息
236,嘉義縣警察局員警優良事蹟,嘉義縣警察局,嘉義縣政府,警察局,,,31,387,嘉義縣警察局員警優良事蹟
237,嘉義縣警察局犯罪預防宣導,嘉義縣警察局,嘉義縣政府,警察局,,,34,444,嘉義縣警察局反詐騙宣導
238,嘉義縣警察局交通安全宣導,嘉義縣警察局,嘉義縣政府,警察局,,,19,510,嘉義縣警察局交通安全宣導
239,嘉義縣警察局婦幼安全宣導,嘉義縣警察局,嘉義縣政府,警察局,,,19,333,嘉義縣警察局婦幼安全宣導
240,嘉義縣警察局少年安全宣導,嘉義縣警察局,嘉義縣政府,警察局,,,30,559,嘉義縣警察局少年安全宣導
241,嘉義縣警察局外僑安全宣導,嘉義縣警察局,嘉義縣政府,警察局,,,28,463,嘉義縣警察局外僑安全宣導
242, 嘉義縣社區藥局健康好讚,嘉義縣衛生局,嘉義縣政府,衛生局,,,,,104年度嘉義縣社區藥局健康好讚
243,嘉義縣衛生局99年度通過餐飲業衛生分級評核名單,嘉義縣衛生局,嘉義縣政府,衛生局,,,15,449,嘉義縣衛生局99年度通過餐飲業衛生分級評核名單
244,嘉義縣衛生局100年度通過餐飲業衛生分級評核名單,嘉義縣衛生局,嘉義縣政府,衛生局,,,21,410,嘉義縣衛生局100年度通過餐飲業衛生分級評核名單
245,嘉義縣衛生局101年度通過餐飲業衛生分級評核名單,嘉義縣衛生局,嘉義縣政府,衛生局,,,26,468,嘉義縣衛生局101年度通過餐飲業衛生分級評核名單
246,嘉義縣衛生局102年度通過餐飲業衛生分級評核業者名單,嘉義縣衛生局,嘉義縣政府,衛生局,,,17,404,嘉義縣衛生局102年度通過餐飲業衛生分級評核業者名單
247,嘉義縣衛生局103年度通過烘焙業衛生分級評核名單,嘉義縣衛生局,嘉義縣政府,衛生局,,,22,468,嘉義縣衛生局103年度通過烘焙業衛生分級評核名單
248,嘉義縣衛生局104年度通過餐飲業衛生分級評核名單,嘉義縣衛生局,嘉義縣政府,衛生局,,,35,519,嘉義縣衛生局104年度通過餐飲業衛生分級評核名單
249,104年食品衛生管理工作統計表,嘉義縣衛生局,嘉義縣政府,衛生局,,,,,104年食品衛生管理工作統計表
250,嘉義縣立案一般護理之家,嘉義縣衛生局,嘉義縣政府,衛生局,,,,,嘉義縣立案護理機構名單
251,嘉義縣立案居家護理所,嘉義縣衛生局,嘉義縣政府,衛生局,,,,,嘉義縣立案居家護理所
252,嘉義縣產後護理機構,嘉義縣衛生局,嘉義縣政府,衛生局,,,,,嘉義縣產後護理機構
254,合法收出養媒合服務者,嘉義縣社會局,嘉義縣政府,社會局,,,171,902,名稱、電話、服務處所地址、許可日期/許可證字號、許可範圍
255,嘉義縣物資儲備所清冊,嘉義縣社會局,嘉義縣政府,社會局,,,33,541,物資存放點名稱、聯絡人、電話、存放點鄉鎮、存放點村里、存放點地址
256,嘉義縣山區物資儲備所分佈圖,嘉義縣社會局,嘉義縣政府,社會局,,,31,483,無
257,嘉義縣收容所分布圖,嘉義縣社會局,嘉義縣政府,社會局,,,30,639,無
258,嘉義縣大型收容所,嘉義縣社會局,嘉義縣政府,社會局,,,30,411,收容所名稱、地址、可收容人數
268,北緯235第一、二次遴選業者資料,嘉義縣文化觀光局,嘉義縣政府,文化觀光局,,,18,477,廠商名稱，負責人，檢驗，商品名稱
269,嘉義縣空氣品質監測網 ,嘉義縣環境保護局,嘉義縣政府,環境保護局,,,49,555,嘉義縣境內空氣污染物主要來自各項經濟活動與交通運輸，如車行揚塵、交通工具的排氣以及固定污染源之排氣
270,嘉義縣綠色商店名單,嘉義縣環境保護局,嘉義縣政府,環境保護局,,,41,543,嘉義縣綠色商店名單
271,嘉義縣環保餐館名單,嘉義縣環境保護局,嘉義縣政府,環境保護局,,,32,445,嘉義縣環保餐館名單
272,嘉義縣環保旅店名單,嘉義縣環境保護局,嘉義縣政府,環境保護局,,,44,465,嘉義縣環保旅店名單
273,嘉義縣環境教育場域,嘉義縣環境保護局,嘉義縣政府,環境保護局,,,43,344,嘉義縣環境教育場域
274,嘉義縣鹿草垃圾焚化廠室內溫水游泳池地址,嘉義縣環境保護局,嘉義縣政府,環境保護局,,,29,417,嘉義縣鹿草垃圾焚化廠室內溫水游泳池地址
275,嘉義縣縣治地區廣告淨區,嘉義縣環境保護局,嘉義縣政府,環境保護局,,,28,393,嘉義縣縣治地區廣告淨區
276,嘉義縣柴油車排煙動力檢測站,嘉義縣環境保護局,嘉義縣政府,環境保護局,,,34,374,嘉義縣柴油車排煙動力檢測站
277,嘉義縣垃圾清運,嘉義縣環境保護局,嘉義縣政府,環境保護局,,,67,544,嘉義縣垃圾清運
278,北嘉義兩溪流域門戶觀光亮點整合鏈結計畫,嘉義縣政府,嘉義縣政府,,,,80,820,北嘉義兩溪流域門戶觀光亮點整合鏈結計畫
279,嘉義縣朴子市整合建設計畫案 ,嘉義縣政府,嘉義縣政府,,,,81,1015,嘉義縣朴子市整合建設計畫案
280,故宮南院嘉義田園城鄉計畫,嘉義縣政府,嘉義縣政府,,,,138,1452,故宮南院嘉義田園城鄉計畫
282,嘉義縣機車排氣檢驗站名冊(105年),嘉義縣環境保護局,嘉義縣政府,環境保護局,,,,,嘉義縣機車排氣檢驗站名冊
283,嘉義縣立棒球場及周遭資源整合共構,嘉義縣政府,嘉義縣政府,,,,15,373,棒球場及周遭資源整合共構
285,t,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
286,1,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
287,123,嘉義縣衛生局,嘉義縣政府,衛生局,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
288,33,嘉義縣財政稅務局,嘉義縣政府,財政稅務局,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
289,聯絡電話,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
290,便民服務表單,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
291,新聞資訊,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
292,公告資訊,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
293,徵才資訊,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
294,活動資訊,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
295,便民服務,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
296,檔案下載,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
297,公開資料專區,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
298,最新消息,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
299,表單下載,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
300,相關連結,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
301,相關網站,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
302,相關新聞,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
303,122,嘉義縣政府,嘉義縣政府,,,,,,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
304,嘉義縣政府-便民服務-聯絡電話,嘉義縣政府,嘉義縣政府,,,,31,193,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
305,嘉義縣政府-便民服務-便民服務表單,嘉義縣政府,嘉義縣政府,,,,14,169,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
306,嘉義縣政府-便民服務-常見問答,嘉義縣政府,嘉義縣政府,,,,10,212,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
307,嘉義縣政府-縣府訊息-縣府新聞,嘉義縣政府,嘉義縣政府,,,,127,186,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
308,嘉義縣政府-縣府訊息-活動看板-縣府活動看板,嘉義縣政府,嘉義縣政府,,,,17,187,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
309,嘉義縣政府-縣府訊息-縣府公告,嘉義縣政府,嘉義縣政府,,,,16,147,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
310,嘉義縣政府_招標資訊(歷史區),嘉義縣政府,嘉義縣政府,,,,14,222,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
311,嘉義縣政府-縣府訊息-縣府徵才,嘉義縣政府,嘉義縣政府,,,,20,185,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
312,嘉義縣政府-縣府訊息-嘉義行腳,嘉義縣政府,嘉義縣政府,,,,20,150,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
313,嘉義縣政府-縣府訊息-出版專區,嘉義縣政府,嘉義縣政府,,,,18,160,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
314,嘉義縣政府-縣府介紹-縣長專欄-行動寫真,嘉義縣政府,嘉義縣政府,,,,11,169,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
315,嘉義縣政府-主題專區-消費者保護園地-消保新聞,嘉義縣政府,嘉義縣政府,,,,22,200,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
316,嘉義縣政府-主題專區-消費者保護園地-檔案下載園地,嘉義縣政府,嘉義縣政府,,,,15,232,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
317,嘉義縣政府-主題專區-消費者保護園地-相關連結,嘉義縣政府,嘉義縣政府,,,,11,184,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
318,嘉義縣政府-主題專區-高齡友善城市-相關新聞及活動訊息,嘉義縣政府,嘉義縣政府,,,,15,183,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
319,嘉義縣政府-主題專區-高齡友善城市-歷次會議紀錄,嘉義縣政府,嘉義縣政府,,,,13,223,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
